Customer ID;Churn Label;Churned;Account Length (in months);Local Calls;Local Mins;Intl Calls;Intl Mins;Intl Active;Intl Plan;Extra International Charges;Customer Service Calls;Avg Monthly GB Download;Unlimited Data Plan;Extra Data Charges;State;Phone Number;Gender;Age;Under 30;Senior;Group;Number of Customers in Group;Device Protection & Online Backup;Contract Type;Payment Method;Monthly Charge;Total Charges;Churn Category;Churn Reason;Fecha de contacto;Fecha de ultima transaccion;Antigüedad del cliente (en meses);Segmento de cliente;Promedio mensual de gastos;Número de quejas o soporte;Método preferido de contacto;Descuento aplicado;Hobby;Favorite TV Show;Internal Notes
2861-VGIC;No;0;3;11;24,2;12;49.2;Yes;no;16,4;0;1;1;0;NH;372-9836;Female;72;No;Yes;No;0;No;  Month-to-Month   ;DIRECT DEBIT;12;31;;;2022/01/01;27/7/21;110;Alto;12,48619279;10;SMS;VERDADERO;Gaming;Stranger Things;No relevant issues
7245-WSHW;No;0;1;6;14;0;0;No;no;0;0;16;1;0;MS;277-4048;Female;29;Yes;No;No;0;No;  Month-to-Month   ;credit card;29;29;;;2020/07/11;28/9/22;34;Alto;33,35351872;4;Teléfono;VERDADERO;Cooking;Friends;No relevant issues
5793-WVGA;No;0;39;97;234,7;0;0;No;no;0;2;8;1;0;KS;323-2798;Female;31;No;No;Yes;2;Yes;  Month-to-Month   ;credit card;30;1185;;;2021/10/07;27/3/23;21;Alto;33,91220728;9;Teléfono;VERDADERO;Cooking;Stranger Things;No relevant issues
6730-BZHD;Yes;1;13;75;203,3;52;132.6;Yes;no;66,3;4;5;1;0;NV;251-4122;Female;58;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;44;564;Competitor;Competitor had better devices;2022/08/24;5/8/21;42;Alto;42,35191649;0;Teléfono;FALSO;Cooking;Game of Thrones;No relevant issues
7420-ENKB;No;0;27;93;189,6;108;194.4;Yes;yes;0;0;0;0;0;AR;326-4541;Hombre;32;No;No;No;0;No;  One Year   ;CREDIT CARD;11;297;;;2023-03-10;13/2/22;103;Alto;11,67210021;5;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
4418-XFVA;Yes;1;2;8;19,8;0;0;No;no;0;0;2;0;22;WI;316-8313;Hombre;78;No;Yes;No;0;No;  Month-to-Month   ;credit card;49;87;Competitor;Competitor had better devices;2022/05/26;4/5/23;15;Medio;43,26663375;4;SMS;FALSO;Cooking;Breaking Bad;No relevant issues
8214-HDWF;Yes;1;59;192;468,3;224;481.6;Yes;no;160,5;4;9;1;0;NJ;411-1810;Hombre;46;No;No;No;0;Yes;  One Year   ;direct debit;60;3521;Dissatisfaction;Network reliability;2023-01-29;9/3/21;38;Alto;54,96094254;1;Email;FALSO;Reading;Breaking Bad;No relevant issues
3899-TTJU;No;0;4;26;54,3;16;32.4;Yes;no;8,1;0;6;1;0;NH;347-7629;Hombre;56;No;No;No;0;No;  Month-to-Month   ;direct debit;16;61;;;2022/11/22;27/4/21;45;Bajo;13,1135256;9;SMS;VERDADERO;Cooking;Stranger Things;No relevant issues
9195-JBMA;No;0;53;117;264,8;0;0;No;no;0;0;3;1;0;MN;242-9024;Hombre;78;No;Yes;No;0;No;  Month-to-Month   ;direct debit;43;2291;;;2023-11-21;11/3/22;56;Bajo;42,82669013;1;Teléfono;VERDADERO;Gaming;Game of Thrones;No relevant issues
9215-PRKX;Yes;1;22;51;153,1;66;303.6;Yes;no;75,9;4;5;0;12;TX;379-5885;Female;31;No;No;Yes;2;No;  Month-to-Month   ;DIRECT DEBIT;27;593;Dissatisfaction;Service dissatisfaction;2020-11-30;3/7/22;94;Alto;26,72955696;0;Email;VERDADERO;Cooking;Game of Thrones;No relevant issues
4098-TXZP;Yes;1;1;4;10;5;8.5;Yes;no;2,8;2;6;1;0;ID;350-4297;Hombre;52;No;No;No;0;No;  Month-to-Month   ;direct debit;22;22;Competitor;Competitor offered higher download speeds;2023/10/31;6/3/21;118;Bajo;26,16076382;6;SMS;FALSO;Running;Friends;No relevant issues
8161-UXWU;Yes;1;42;223;550,3;0;0;No;no;15,3;5;2;1;0;TX;417-8617;Hombre;82;No;Yes;No;0;Yes;  Month-to-Month   ;direct debit;50;2110;Competitor;Competitor made better offer;2020-04-03;14/3/23;93;Bajo;55,48562924;6;Email;FALSO;Reading;Friends;No relevant issues
7614-VZDW;Yes;1;49;192;439,4;0;0;No;no;0;2;15;0;75;ME;366-5640;Hombre;27;Yes;No;No;0;Yes;  Month-to-Month   ;direct debit;36;1749;Attitude;Attitude of support person;2020-06-25;4/11/21;96;Medio;30,26216325;6;Teléfono;VERDADERO;Gaming;Friends;No relevant issues
8080-ZOAB;Yes;1;24;151;366,8;0;0;No;no;149,2;3;3;1;0;ND;363-3515;Female;47;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;35;866;Competitor;Competitor made better offer;2020-05-07;22/12/22;15;Alto;32,77012489;9;SMS;VERDADERO;Reading;Stranger Things;No relevant issues
1761-WBUO;No;0;51;128;406,3;204;530.4;Yes;no;106,1;0;0;0;0;TX;324-5656;Hombre;39;No;No;Yes;5;No;  One Year   ;credit card;8;386;;;2021-03-26;8/2/20;59;Medio;7,686393948;9;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
0807-XWGX;No;0;61;355;850,8;0;0;No;no;0;0;1;1;0;DE;298-2418;Hombre;60;No;No;No;0;Yes;  One Year   ;credit card;45;2752;;;2020/10/12;25/1/22;25;Bajo;53,77522791;4;Teléfono;VERDADERO;Gaming;Friends;No relevant issues
8082-DOLG;Yes;1;1;4;13;0;0;No;no;0;1;3;1;0;ND;373-8483;Hombre;53;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;45;45;Competitor;Competitor made better offer;2022-01-26;22/3/20;58;Medio;36,57021487;1;SMS;FALSO;Gaming;Stranger Things;No relevant issues
8557-PQQP;Yes;1;13;75;141,6;52;13;Yes;no;6,5;2;17;1;0;MO;294-10882;Female;29;Yes;No;No;0;No;  Month-to-Month   ;CREDIT CARD;45;580;Other;Don't know;2021/06/07;27/9/21;114;Bajo;46,10785494;0;SMS;FALSO;Running;Friends;No relevant issues
3943-NTOS;No;0;68;363;819,3;0;0;No;no;0;0;0;0;0;ND;301-4018;Hombre;25;Yes;No;Yes;2;No;  One Year   ;credit card;7;502;;;2023-02-27;19/10/21;40;Alto;6,119718719;6;Teléfono;VERDADERO;Cooking;Breaking Bad;No relevant issues
2810-PQJE;No;0;4;16;33,2;0;0;No;no;0;1;0;0;0;IA;389-8417;Hombre;30;No;No;No;0;No;  Month-to-Month   ;PAPER CHECK;11;47;;;2023/01/07;10/3/23;61;Alto;12,05356006;8;Teléfono;FALSO;Reading;Breaking Bad;No relevant issues
4185-HIZQ;No;0;41;185;532,9;246;442.8;Yes;no;147,6;1;14;0;24;MO;383-5474;Female;30;No;No;No;0;No;  One Year   ;direct debit;29;1181;;;2021/02/13;15/9/22;41;Medio;27,98274986;5;Email;FALSO;Reading;Breaking Bad;No relevant issues
3315-MHPJ;Yes;1;39;189;467,1;156;503.1;Yes;no;167,7;5;10;1;0;TN;299-7870;Female;62;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;31;1209;Competitor;Competitor made better offer;2022/06/16;18/4/20;19;Bajo;26,66770487;0;SMS;FALSO;Running;Game of Thrones;No relevant issues
1304-FLXR;No;0;11;18;44,7;0;0;No;no;0;0;15;1;0;NY;369-8703;Hombre;53;No;No;Yes;4;No;  Month-to-Month   ;paper check;28;308;;;2022-10-31;2/6/20;82;Medio;32,25058527;6;Teléfono;VERDADERO;Gaming;Stranger Things;No relevant issues
7258-BMSC;No;0;13;30;63,6;0;0;No;no;0;0;7;0;43;CO;287-8741;Female;62;No;No;No;0;Yes;  Two Year   ;CREDIT CARD;22;278;;;2020/08/14;27/2/22;29;Medio;20,08265745;7;Email;VERDADERO;Gaming;Stranger Things;No relevant issues
5963-AXOY;No;0;3;8;20,5;0;0;No;no;0;0;0;0;0;VA;367-3971;Hombre;37;No;No;Yes;5;No;  Month-to-Month   ;PAPER CHECK;9;27;;;2020/05/23;6/1/20;7;Bajo;7,775669893;9;Email;VERDADERO;Cooking;Breaking Bad;No relevant issues
5548-MLVT;No;0;1;7;15;0;0;No;no;0;0;2;1;0;NC;306-7654;Female;67;No;Yes;No;0;No;  Month-to-Month   ;DIRECT DEBIT;33;33;;;2020/02/28;15/10/20;61;Alto;32,04377652;8;Teléfono;VERDADERO;Reading;Breaking Bad;No relevant issues
7964-QHWT;Yes;1;37;161;518,5;0;0;No;no;0;1;5;1;0;CT;250-4166;Hombre;70;No;Yes;No;0;Yes;  Month-to-Month   ;direct debit;56;2080;Competitor;Competitor made better offer;2021-05-30;17/4/22;51;Alto;59,96136484;7;SMS;VERDADERO;Running;Breaking Bad;No relevant issues
5542-NQXX;Yes;1;57;210;623,3;228;171;Yes;no;34,2;0;8;1;0;OR;246-6226;Female;50;No;No;No;0;Yes;  Month-to-Month   ;CREDIT CARD;62;3505;Dissatisfaction;Product dissatisfaction;2022/09/20;31/8/23;115;Alto;64,79861176;7;Email;VERDADERO;Reading;Breaking Bad;No relevant issues
2789-AHLR;No;0;71;166;426,4;0;0;No;no;0;0;0;0;0;IA;364-6380;Female;63;No;No;Yes;3;No;  Two Year   ;DIRECT DEBIT;8;592;;;2022/06/26;19/1/22;25;Medio;8,461152308;9;Email;VERDADERO;Reading;Breaking Bad;No relevant issues
4904-YMSG;No;0;33;129;262;0;0;No;no;0;0;13;1;0;MN;297-8671;Female;32;No;No;Yes;2;Yes;  Month-to-Month   ;DIRECT DEBIT;20;639;;;2022/11/17;16/12/23;35;Alto;18,11413305;2;SMS;VERDADERO;Running;Friends;No relevant issues
7761-FFRG;No;0;39;206;578,7;0;0;No;no;0;0;0;0;0;WA;405-2299;Female;45;No;No;Yes;6;No;  Two Year   ;direct debit;7;280;;;2021-07-04;4/8/23;80;Bajo;6,183354075;5;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
9857-VTYS;No;0;63;213;627,5;0;0;No;no;0;0;18;1;0;AZ;284-7783;Hombre;22;Yes;No;Yes;2;Yes;  Two Year   ;CREDIT CARD;24;1528;;;2021/02/28;25/5/22;5;Alto;23,84409326;8;SMS;VERDADERO;Running;Game of Thrones;No relevant issues
6672-PAFR;No;0;29;183;351,5;116;310.3;Yes;no;155,2;0;30;1;0;GA;387-7831;Female;29;Yes;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;41;1187;;;2023-12-17;12/11/20;70;Alto;42,15810656;0;Teléfono;VERDADERO;Reading;Friends;No relevant issues
8049-ANOP;No;0;32;57;128,2;0;0;No;no;0;0;10;1;0;MA;363-4005;Female;74;No;Yes;Yes;3;No;  One Year   ;direct debit;34;1101;;;2022/09/12;12/12/20;7;Alto;40,19523209;4;Teléfono;VERDADERO;Gaming;Breaking Bad;No relevant issues
3310-LBYD;Yes;1;68;403;946,9;0;0;No;no;0;0;1;1;0;ME;399-6642;Hombre;59;No;No;No;0;Yes;  One Year   ;DIRECT DEBIT;69;4683;Dissatisfaction;Product dissatisfaction;2020/09/01;11/9/21;3;Bajo;66,05218354;2;Email;VERDADERO;Running;Friends;No relevant issues
3587-KWSK;No;0;1;5;12;2;12.1;Yes;yes;0;0;0;0;0;KS;382-8079;Female;48;No;No;No;0;No;  Month-to-Month   ;credit card;7;7;;;2023/11/18;22/2/22;56;Bajo;5,736457285;9;Teléfono;FALSO;Reading;Game of Thrones;No relevant issues
7459-IBVB;No;0;14;63;122,9;0;0;No;no;0;0;3;1;0;SC;360-5779;Female;67;No;Yes;Yes;2;No;  Month-to-Month   ;DIRECT DEBIT;27;364;;;2020-01-20;27/1/21;26;Alto;27,92073311;9;Teléfono;VERDADERO;Cooking;Friends;No relevant issues
3683-JLGS;Yes;1;21;53;125,8;0;0;No;no;0;4;2;1;0;OH;347-1263;Hombre;84;No;Yes;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;40;837;Dissatisfaction;Product dissatisfaction;2022-07-09;8/4/22;29;Alto;35,59696786;5;Teléfono;FALSO;Reading;Breaking Bad;No relevant issues
8719-LGLO;No;0;67;239;798,7;268;897.8;Yes;no;448,9;0;0;0;0;IL;342-8702;Hombre;24;Yes;No;Yes;2;No;  Two Year   ;direct debit;6;381;;;2022/12/07;5/1/21;43;Medio;6,703806215;6;Email;FALSO;Gaming;Game of Thrones;No relevant issues
9345-WPOY;Yes;1;42;246;590,2;0;0;No;no;0;0;9;0;90;KY;395-4182;Female;77;No;Yes;No;0;Yes;  One Year   ;direct debit;59;2466;Dissatisfaction;Service dissatisfaction;2021/03/23;7/11/20;118;Bajo;62,78290998;3;Email;FALSO;Gaming;Stranger Things;No relevant issues
0000-XZWZ;Yes;1;1;2;4;4;12.1;Yes;no;4;0;7;1;0;DC;340-9941;Hombre;50;No;No;Yes;4;No;  Month-to-Month   ;credit card;16;16;Dissatisfaction;Service dissatisfaction;2020/02/11;17/8/23;3;Bajo;15,15365987;10;SMS;FALSO;Reading;Game of Thrones;No relevant issues
2708-EGMT;No;0;60;155;420;240;672;Yes;no;168;1;6;1;0;SD;318-3126;Hombre;82;No;Yes;No;0;No;  Two Year   ;DIRECT DEBIT;50;2985;;;2021/10/06;12/1/22;101;Bajo;46,94268067;1;SMS;FALSO;Cooking;Game of Thrones;No relevant issues
9221-RJIA;No;0;17;98;256,2;68;180.2;Yes;no;60,1;0;25;1;0;NH;352-5081;Hombre;35;No;No;Yes;4;Yes;  One Year   ;direct debit;25;419;;;2023/03/24;27/3/21;43;Bajo;25,68874752;1;Email;FALSO;Reading;Game of Thrones;No relevant issues
7602-YHYF;No;0;13;44;125,3;52;101.4;Yes;no;50,7;0;9;1;0;OR;358-5391;Hombre;48;No;No;Yes;3;No;  Month-to-Month   ;CREDIT CARD;26;325;;;2022/12/24;22/8/23;85;Bajo;21,81185453;4;Email;FALSO;Reading;Stranger Things;No relevant issues
4312-BCKL;Yes;1;68;232;608,7;0;0;No;no;0;1;24;1;0;HI;399-5524;Female;21;Yes;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;46;3096;Price;Price too high;2020/05/25;31/10/23;14;Medio;45,62922469;2;Teléfono;FALSO;Gaming;Friends;No relevant issues
5152-ZWFF;No;0;21;38;104,1;0;0;No;no;0;0;5;1;0;OR;236-6058;Hombre;44;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;32;664;;;2020/04/19;17/1/20;30;Bajo;27,56778852;1;Email;VERDADERO;Reading;Game of Thrones;No relevant issues
7832-LUDO;No;0;31;68;125,8;0;0;No;no;0;0;0;0;0;MS;286-5152;Female;38;No;No;Yes;6;No;  Two Year   ;credit card;11;351;;;2022/12/27;26/3/20;113;Medio;12,7329143;7;Teléfono;VERDADERO;Cooking;Stranger Things;No relevant issues
9531-GBUL;No;0;43;228;473,5;0;0;No;no;0;0;0;0;0;VA;259-6691;Hombre;23;Yes;No;Yes;6;No;  One Year   ;direct debit;7;310;;;2020-04-26;1/3/20;109;Medio;6,311095577;1;Email;FALSO;Running;Game of Thrones;No relevant issues
6487-RNBN;No;0;52;371;627,5;312;618.8;Yes;no;154,7;1;0;0;0;CT;401-6162;Hombre;36;No;No;Yes;4;No;  Two Year   ;credit card;7;372;;;2020-02-09;23/6/23;70;Medio;6,524123979;3;Teléfono;FALSO;Gaming;Game of Thrones;No relevant issues
6869-JDOU;No;0;35;135;455,2;0;0;No;no;0;0;1;1;0;KS;257-8894;Hombre;77;No;Yes;No;0;Yes;  Two Year   ;direct debit;27;936;;;2023/02/13;17/3/23;32;Alto;23,28468372;2;Email;VERDADERO;Cooking;Breaking Bad;No relevant issues
2658-RKBF;No;0;29;138;404;174;493;Yes;yes;0;0;30;1;0;MN;390-9735;Hombre;26;Yes;No;No;0;Yes;  Month-to-Month   ;direct debit;31;895;;;2022/12/14;9/6/23;87;Alto;25,70392764;8;Teléfono;VERDADERO;Gaming;Game of Thrones;No relevant issues
1728-XKGA;Yes;1;8;19;48,3;32;100.8;Yes;no;33,6;3;4;1;0;MS;402-5509;Hombre;77;No;Yes;No;0;No;  Month-to-Month   ;direct debit;27;221;Dissatisfaction;Product dissatisfaction;2021-09-07;25/4/23;82;Bajo;22,90130418;5;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
7918-QDLF;Yes;1;2;8;18,2;8;25;Yes;no;6,3;3;7;1;0;NM;323-3549;Female;72;No;Yes;No;0;No;  Month-to-Month   ;DIRECT DEBIT;24;40;Competitor;Competitor offered more data;2021/06/15;13/3/21;112;Alto;19,2715679;2;Email;VERDADERO;Cooking;Game of Thrones;No relevant issues
6597-LCZY;No;0;33;142;392,4;231;462;Yes;no;154;0;15;1;0;WY;339-6446;Hombre;30;No;No;Yes;6;No;  Two Year   ;DIRECT DEBIT;13;425;;;2023/03/21;9/7/23;75;Alto;13,26920903;3;Email;VERDADERO;Reading;Game of Thrones;No relevant issues
4926-WKGV;No;0;19;134;305,3;0;0;No;no;0;1;2;1;0;VA;348-4961;Female;68;No;Yes;No;0;Yes;  Month-to-Month   ;credit card;29;546;;;2021/08/08;8/7/21;10;Bajo;32,37213703;10;Teléfono;VERDADERO;Cooking;Game of Thrones;No relevant issues
1435-PKWS;No;0;1;3;8;0;0;No;no;0;0;0;0;0;RI;396-9656;Hombre;29;Yes;No;No;0;No;  Month-to-Month   ;paper check;11;11;;;2020-05-23;23/9/20;84;Alto;10,32247489;0;Email;FALSO;Cooking;Game of Thrones;No relevant issues
5610-AYQA;No;0;12;51;95,5;0;0;No;no;0;0;15;1;0;AZ;389-9783;Female;26;Yes;No;No;0;No;  Month-to-Month   ;direct debit;29;351;;;2023/12/14;6/8/20;111;Bajo;27,48000562;2;Email;VERDADERO;Reading;Friends;No relevant issues
9447-ZDPS;No;0;47;314;703,4;0;0;No;no;0;0;24;1;0;ND;395-1380;Hombre;24;Yes;No;Yes;2;No;  Month-to-Month   ;DIRECT DEBIT;13;594;;;2021-11-30;15/4/22;55;Medio;12,88741238;8;SMS;FALSO;Running;Friends;No relevant issues
8685-MCEL;No;0;30;47;119,4;60;219;Yes;yes;0;0;0;0;0;WY;346-1629;Hombre;54;No;No;No;0;No;  Two Year   ;DIRECT DEBIT;10;308;;;2021/02/20;23/1/22;46;Medio;8,765336291;0;SMS;VERDADERO;Cooking;Friends;No relevant issues
8706-SGZO;No;0;14;48;130,2;56;138.6;Yes;no;34,7;0;0;0;0;IN;319-10172;Hombre;48;No;No;Yes;4;No;  Month-to-Month   ;DIRECT DEBIT;6;85;;;2023/04/16;5/8/22;89;Alto;6,480242229;1;Email;FALSO;Running;Friends;No relevant issues
9818-GQKI;No;0;21;53;165,6;0;0;No;no;0;0;0;0;0;DC;402-5155;Female;47;No;No;No;0;No;  One Year   ;credit card;8;171;;;2023/09/23;27/8/21;14;Bajo;6,734807188;6;Email;VERDADERO;Reading;Stranger Things;No relevant issues
6994-ISVM;Yes;1;58;250;576,4;0;0;No;no;0;4;6;0;57;ME;331-6270;Female;32;No;No;No;0;Yes;  Month-to-Month   ;CREDIT CARD;56;3224;Competitor;Competitor made better offer;2022/03/06;7/5/20;112;Medio;46,35380351;5;SMS;VERDADERO;Reading;Stranger Things;No relevant issues
1699-WBOS;No;0;25;51;149,3;0;0;No;no;0;0;8;1;0;NJ;376-2408;Hombre;63;No;No;Yes;3;No;  One Year   ;CREDIT CARD;24;606;;;2022-11-13;20/4/20;101;Bajo;21,96448298;6;Email;FALSO;Cooking;Stranger Things;No relevant issues
0460-ONYD;No;0;8;19;39,4;0;0;No;no;0;0;0;0;0;NV;335-3880;Hombre;49;No;No;Yes;3;No;  Month-to-Month   ;paper check;6;49;;;2022-11-05;5/5/20;91;Bajo;4,87986404;6;Teléfono;VERDADERO;Running;Breaking Bad;No relevant issues
2192-PVOZ;No;0;68;694;1080,2;0;0;No;no;0;0;4;1;0;KS;362-2067;Hombre;63;No;No;No;0;No;  Two Year   ;CREDIT CARD;29;1936;;;2020/08/19;20/3/23;5;Medio;33,94583285;8;Email;VERDADERO;Running;Breaking Bad;No relevant issues
3069-BZPA;No;0;66;185;397,9;132;765.6;Yes;no;153,1;0;5;1;0;WV;380-5286;Hombre;36;No;No;Yes;3;Yes;  One Year   ;direct debit;45;2967;;;2020/07/07;17/4/23;35;Alto;51,10480727;5;SMS;VERDADERO;Reading;Breaking Bad;No relevant issues
7724-ARTJ;No;0;61;486;857,4;0;0;No;no;0;1;9;1;0;MA;316-7019;Hombre;26;Yes;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;48;2915;;;2020/09/11;21/12/21;89;Medio;45,60868004;4;SMS;FALSO;Reading;Breaking Bad;No relevant issues
0800-LBYE;No;0;60;335;892,6;180;498;Yes;no;249;0;0;1;0;SD;327-3850;Hombre;33;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;26;1520;;;2021-08-02;6/1/22;44;Bajo;28,27309062;10;Teléfono;FALSO;Running;Stranger Things;No relevant issues
8386-GGLN;No;0;8;36;106,4;0;0;No;no;0;0;2;1;0;AK;404-1931;Female;65;No;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;32;247;;;2020-05-01;4/5/23;46;Alto;29,19518695;6;SMS;FALSO;Cooking;Friends;No relevant issues
3941-ADAM;No;0;41;151;368,6;164;479.7;Yes;no;159,9;1;24;1;0;NV;304-8278;Hombre;26;Yes;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;22;900;;;2023/09/11;30/4/23;97;Bajo;19,47718543;10;Email;VERDADERO;Running;Game of Thrones;No relevant issues
8686-ZZUL;No;0;26;118;282,7;104;403;Yes;no;134,3;0;8;1;0;WA;277-6130;Female;27;Yes;No;No;0;Yes;  Month-to-Month   ;credit card;21;538;;;2021/04/26;10/12/22;96;Alto;18,20258054;9;SMS;VERDADERO;Cooking;Stranger Things;No relevant issues
1739-XSTE;No;0;49;197;640,9;343;279.3;Yes;no;69,8;2;0;0;0;NE;343-2741;Hombre;60;No;No;No;0;No;  One Year   ;credit card;11;546;;;2020-06-17;4/10/21;42;Bajo;13,19444529;3;Email;FALSO;Reading;Friends;No relevant issues
3438-MTMZ;No;0;5;28;77,4;20;43;Yes;no;14,3;0;0;0;0;MA;329-4423;Hombre;29;Yes;No;Yes;3;No;  One Year   ;direct debit;6;28;;;2020-03-08;30/9/21;35;Bajo;4,82305898;3;SMS;VERDADERO;Cooking;Game of Thrones;No relevant issues
9960-OJHB;No;0;1;3;7;4;16;Yes;no;3,2;0;5;1;0;DC;376-7285;Female;67;No;Yes;No;0;No;  Month-to-Month   ;DIRECT DEBIT;17;17;;;2021-11-22;19/10/23;30;Bajo;18,22873208;5;SMS;FALSO;Cooking;Friends;No relevant issues
5409-SVVB;Yes;1;12;22;61,3;0;0;No;yes;0;3;2;1;0;AL;334-8769;Female;39;No;No;No;0;Yes;  Month-to-Month   ;direct debit;31;383;Dissatisfaction;Product dissatisfaction;2022/06/06;19/4/23;111;Alto;28,41181847;2;SMS;FALSO;Running;Breaking Bad;No relevant issues
4639-ZYDY;No;0;3;21;41,9;0;0;No;no;0;0;10;1;0;HI;353-6218;Hombre;21;Yes;No;No;0;Yes;  Month-to-Month   ;CREDIT CARD;47;142;;;2021-09-16;5/11/22;97;Bajo;52,08002058;3;Email;FALSO;Reading;Friends;No relevant issues
7830-JEHV;No;0;11;21;66,1;11;125.4;Yes;yes;0;0;6;1;0;NY;352-7752;Hombre;77;No;Yes;Yes;2;No;  Two Year   ;DIRECT DEBIT;19;205;;;2022/02/23;25/8/20;47;Bajo;18,98638154;9;SMS;FALSO;Running;Stranger Things;No relevant issues
5336-IWZF;Yes;1;4;25;67,2;16;53.6;Yes;no;17,9;5;10;1;0;NM;247-10801;Female;29;Yes;No;No;0;Yes;  One Year   ;direct debit;38;159;Dissatisfaction;Limited range of services;2021-01-17;13/1/21;34;Bajo;35,22360153;6;SMS;VERDADERO;Cooking;Game of Thrones;No relevant issues
0328-HHVT;No;0;48;238;675,5;0;0;No;no;0;2;17;1;0;MI;329-2388;Female;19;Yes;No;No;0;No;  Month-to-Month   ;direct debit;27;1288;;;2020-04-23;5/12/23;75;Medio;29,97464792;1;Teléfono;FALSO;Running;Breaking Bad;No relevant issues
8240-CWYS;No;0;32;129;284,7;160;409.6;Yes;no;204,8;2;19;0;80;GA;389-9120;Female;48;No;No;Yes;2;No;  Month-to-Month   ;DIRECT DEBIT;42;1321;;;2023/09/21;1/1/23;118;Alto;33,88219326;6;Teléfono;VERDADERO;Running;Friends;No relevant issues
5245-JWLC;Yes;1;34;115;303;0;0;No;no;0;5;2;1;0;KS;371-6990;Hombre;40;No;No;No;0;No;  Month-to-Month   ;direct debit;35;1174;Other;Don't know;2021/12/27;14/11/20;71;Bajo;28,71767284;10;SMS;VERDADERO;Running;Friends;No relevant issues
6054-VWEE;No;0;73;555;1099,9;146;927.1;Yes;no;309;1;18;0;8;WY;366-3917;Hombre;24;Yes;No;No;0;No;  Two Year   ;CREDIT CARD;46;3382;;;2023-01-11;2/8/23;95;Alto;43,94309396;9;Teléfono;FALSO;Gaming;Breaking Bad;No relevant issues
0557-CKQP;No;0;32;164;411;64;384;Yes;no;192;0;19;1;0;VT;416-5623;Hombre;36;No;No;Yes;6;Yes;  Month-to-Month   ;direct debit;37;1165;;;2022-01-09;22/4/21;35;Bajo;34,44650566;3;Teléfono;FALSO;Gaming;Stranger Things;No relevant issues
8981-SBVA;No;0;70;345;700,2;0;0;No;no;0;0;1;1;0;AL;312-2185;Hombre;39;No;No;No;0;Yes;  Two Year   ;direct debit;48;3385;;;2021-12-11;3/11/20;114;Medio;51,62168217;4;Email;VERDADERO;Reading;Stranger Things;No relevant issues
5529-AGTB;No;0;63;352;946,3;0;0;No;no;0;0;7;1;0;IN;352-3329;Hombre;49;No;No;No;0;Yes;  Two Year   ;CREDIT CARD;39;2468;;;2022/09/03;27/10/23;85;Medio;32,63025209;4;Email;FALSO;Reading;Breaking Bad;No relevant issues
3117-TDWJ;No;0;67;368;1003;0;0;No;no;0;0;0;0;0;MD;394-2587;Female;68;No;Yes;No;0;No;  Two Year   ;credit card;10;674;;;2023/06/30;4/12/23;28;Alto;10,00568599;10;SMS;FALSO;Cooking;Friends;No relevant issues
3718-OKHJ;No;0;4;13;38,1;0;0;No;no;0;1;1;1;0;DE;380-8867;Hombre;53;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;23;88;;;2023/11/28;30/9/22;65;Medio;20,28335457;4;Teléfono;VERDADERO;Cooking;Game of Thrones;No relevant issues
5122-CEHP;No;0;58;346;696,4;0;0;No;no;0;0;13;1;0;MN;372-7990;Female;61;No;No;No;0;No;  One Year   ;paper check;38;2205;;;2022-06-22;14/11/20;43;Medio;42,68145675;8;SMS;FALSO;Running;Breaking Bad;No relevant issues
5190-KFPF;No;0;17;106;250;0;0;No;no;0;0;4;1;0;AR;419-6033;Female;48;No;No;Yes;6;Yes;  Month-to-Month   ;DIRECT DEBIT;41;677;;;2023/02/24;16/10/22;44;Bajo;35,28111129;5;Email;FALSO;Reading;Breaking Bad;No relevant issues
8781-YXBL;No;0;24;131;355,7;0;0;No;no;0;0;11;1;0;NY;374-8525;Female;40;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;28;672;;;2023-11-09;18/4/23;83;Alto;23,36386898;6;Teléfono;VERDADERO;Cooking;Breaking Bad;No relevant issues
4988-DNKW;No;0;46;164;416,1;138;515.2;Yes;yes;0;0;0;0;0;AL;387-2919;Female;41;No;No;No;0;No;  Two Year   ;CREDIT CARD;17;768;;;2022-02-22;30/10/22;92;Medio;19,77779648;2;Teléfono;FALSO;Running;Breaking Bad;No relevant issues
